image_name,true_label,true_class,predicted_label,predicted_class,confidence,correct,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6,probability_class_7
1188.JPG,0,Class 0,0,Class 0,0.7680320143699646,1,0.7680320143699646,0.016432959586381912,0.011187078431248665,0.04231632500886917,0.04877198114991188,0.014327866956591606,0.034435566514730453,0.06449620425701141
1013.JPG,4,Class 4,1,Class 1,0.8223469853401184,0,0.01178461592644453,0.8223469853401184,0.0073614176362752914,0.03101092204451561,0.03980477526783943,0.011463706381618977,0.023203769698739052,0.05302385613322258
862.JPG,0,Class 0,6,Class 6,0.29138892889022827,0,0.009700707159936428,0.10478568822145462,0.005734886042773724,0.1291249394416809,0.1478266716003418,0.0626227930188179,0.29138892889022827,0.2488154023885727
1079.JPG,5,Class 5,5,Class 5,0.8174505233764648,1,0.006982755847275257,0.01305656973272562,0.006725585088133812,0.033613234758377075,0.042773615568876266,0.8174505233764648,0.02979852631688118,0.04959915950894356
1352.JPG,1,Class 1,1,Class 1,0.8583183884620667,1,0.00765629718080163,0.8583183884620667,0.006985273212194443,0.0271708145737648,0.03022770583629608,0.00818408653140068,0.020803237333893776,0.04065414145588875
778.JPG,0,Class 0,0,Class 0,0.7385122179985046,1,0.7385122179985046,0.018153199926018715,0.011634405702352524,0.05087750032544136,0.05148695781826973,0.014937781728804111,0.034781791269779205,0.07961610704660416
948.JPG,2,Class 2,2,Class 2,0.7936615347862244,1,0.009133733808994293,0.01284356601536274,0.7936615347862244,0.03734126687049866,0.04532052204012871,0.009905170649290085,0.028314227238297462,0.06348008662462234
245.JPG,5,Class 5,7,Class 7,0.8953150510787964,0,0.0021100861486047506,0.008587113581597805,0.0028774929232895374,0.013706414960324764,0.022110866382718086,0.0387781597673893,0.01651475951075554,0.8953150510787964
536.JPG,2,Class 2,2,Class 2,0.7757700681686401,1,0.010011722333729267,0.015423526987433434,0.7757700681686401,0.03931125998497009,0.04815268516540527,0.01271082740277052,0.03347253426909447,0.06514739990234375
1208.JPG,0,Class 0,0,Class 0,0.7364134192466736,1,0.7364134192466736,0.015329047106206417,0.012656936421990395,0.04921127110719681,0.0462895892560482,0.020238254219293594,0.046384431421756744,0.0734771117568016
535.JPG,2,Class 2,2,Class 2,0.7673535346984863,1,0.011305189691483974,0.016563719138503075,0.7673535346984863,0.04012134671211243,0.0490834079682827,0.013967450708150864,0.03282427042722702,0.06878109276294708
331.JPG,0,Class 0,0,Class 0,0.7631705403327942,1,0.7631705403327942,0.02020995132625103,0.011748503893613815,0.043859757483005524,0.0471697598695755,0.017407044768333435,0.03212001919746399,0.06431446969509125
48.JPG,2,Class 2,1,Class 1,0.7554527521133423,0,0.0075399670749902725,0.7554527521133423,0.0016094321617856622,0.06976445764303207,0.04767662659287453,0.016991691663861275,0.04317564517259598,0.057789500802755356
784.JPG,4,Class 4,4,Class 4,0.9438466429710388,1,0.0011779156047850847,0.004477938171476126,0.01081846933811903,0.007533572148531675,0.9438466429710388,0.0018861331045627594,0.007125159725546837,0.02313421480357647
1032.JPG,0,Class 0,0,Class 0,0.7521770000457764,1,0.7521770000457764,0.016106242313981056,0.010963195003569126,0.045064881443977356,0.05636598914861679,0.017718937247991562,0.032249920070171356,0.06935383379459381
592.JPG,5,Class 5,5,Class 5,0.8191811442375183,1,0.004724692553281784,0.00744131114333868,0.007222342770546675,0.03138197213411331,0.031817808747291565,0.8191811442375183,0.018681397661566734,0.07954932004213333
361.JPG,3,Class 3,3,Class 3,0.9409768581390381,1,0.0030322123784571886,0.004584843758493662,0.0021048677153885365,0.9409768581390381,0.016980450600385666,0.003945681266486645,0.011375455185770988,0.016999641433358192
388.JPG,0,Class 0,0,Class 0,0.7699293494224548,1,0.7699293494224548,0.015270791947841644,0.00895467959344387,0.04074834659695625,0.04920241981744766,0.014345998875796795,0.031239628791809082,0.07030874490737915
27.JPG,0,Class 0,0,Class 0,0.7560920119285583,1,0.7560920119285583,0.01490798033773899,0.010823563672602177,0.045650795102119446,0.051906269043684006,0.0157354474067688,0.035731397569179535,0.06915256381034851
1130.JPG,4,Class 4,1,Class 1,0.7276809811592102,0,0.031080424785614014,0.7276809811592102,0.026155579835176468,0.030798915773630142,0.07075756043195724,0.024674810469150543,0.02730434574186802,0.06154743209481239
430.JPG,3,Class 3,3,Class 3,0.7532649040222168,1,0.003871476510539651,0.008467452600598335,0.01015444751828909,0.7532649040222168,0.028154702857136726,0.003102719783782959,0.011596543714404106,0.18138770759105682
16.JPG,0,Class 0,0,Class 0,0.7527947425842285,1,0.7527947425842285,0.015421095304191113,0.014328369870781898,0.0470946729183197,0.050577372312545776,0.016298938542604446,0.0365857370197773,0.0668991357088089
70.JPG,2,Class 2,2,Class 2,0.7662643194198608,1,0.00852129701524973,0.01622156798839569,0.7662643194198608,0.03812446817755699,0.05381905660033226,0.013589258305728436,0.03357092663645744,0.06988909840583801
741.JPG,2,Class 2,2,Class 2,0.7628606557846069,1,0.011795415543019772,0.01626674085855484,0.7628606557846069,0.04284615069627762,0.05238606035709381,0.013277123682200909,0.03457258269190788,0.06599519401788712
690.JPG,5,Class 5,5,Class 5,0.833544135093689,1,0.007649621926248074,0.010380852967500687,0.0064970701932907104,0.02909536473453045,0.038743361830711365,0.833544135093689,0.02584911324083805,0.04824046418070793
1466.JPG,7,Class 7,7,Class 7,0.973159670829773,1,0.0012692739255726337,0.002872065408155322,0.0008405717671848834,0.0055350083857774734,0.009957724250853062,0.0012786519946530461,0.005087028723210096,0.973159670829773
442.JPG,5,Class 5,2,Class 2,0.6119152307510376,0,0.01341729424893856,0.02871856838464737,0.6119152307510376,0.07139787822961807,0.06816096603870392,0.07484279572963715,0.04899771139025688,0.08254946023225784
1384.JPG,5,Class 5,5,Class 5,0.8093395233154297,1,0.007875802926719189,0.012389656156301498,0.008695627562701702,0.039004117250442505,0.04289354383945465,0.8093395233154297,0.024490028619766235,0.05531177297234535
548.JPG,1,Class 1,1,Class 1,0.8330736756324768,1,0.010367324575781822,0.8330736756324768,0.005775573197752237,0.030289338901638985,0.036886636167764664,0.008873268030583858,0.025156794115900993,0.04957734793424606
1162.JPG,0,Class 0,0,Class 0,0.7390056252479553,1,0.7390056252479553,0.016580723226070404,0.012370327487587929,0.04684426262974739,0.060406774282455444,0.0191205944865942,0.036300621926784515,0.0693710520863533
1023.JPG,0,Class 0,0,Class 0,0.7583821415901184,1,0.7583821415901184,0.01649085432291031,0.010159255005419254,0.04732736945152283,0.04914933443069458,0.015530850738286972,0.035307399928569794,0.06765285134315491
1111.JPG,5,Class 5,0,Class 0,0.5606306791305542,0,0.5606306791305542,0.03666217252612114,0.008777189068496227,0.05463897064328194,0.08459395170211792,0.11995763331651688,0.04419445991516113,0.0905449315905571
191.JPG,0,Class 0,0,Class 0,0.7550786137580872,1,0.7550786137580872,0.01883856952190399,0.011837572790682316,0.04393233731389046,0.05345138534903526,0.013832042925059795,0.0343838594853878,0.06864555925130844
1055.JPG,3,Class 3,3,Class 3,0.8610502481460571,1,0.030726846307516098,0.018935419619083405,0.003916410729289055,0.8610502481460571,0.0281467754393816,0.004914343822747469,0.015752745792269707,0.036557309329509735
88.JPG,5,Class 5,0,Class 0,0.7103230357170105,0,0.7103230357170105,0.01966698281466961,0.03244377672672272,0.03484727442264557,0.054778121411800385,0.037427786737680435,0.04530962556600571,0.06520342081785202
296.JPG,1,Class 1,1,Class 1,0.8600702285766602,1,0.004682390484958887,0.8600702285766602,0.005251107271760702,0.028652546927332878,0.031439583748579025,0.007228895556181669,0.023731790482997894,0.03894345834851265
842.JPG,0,Class 0,0,Class 0,0.7221419811248779,1,0.7221419811248779,0.02545316517353058,0.012706039473414421,0.05134373530745506,0.05402345955371857,0.02103990502655506,0.04098835960030556,0.07230323553085327
253.JPG,1,Class 1,1,Class 1,0.8645304441452026,1,0.008097777143120766,0.8645304441452026,0.008560537360608578,0.02570357732474804,0.03770418092608452,0.0091444943100214,0.014124725945293903,0.0321342907845974
385.JPG,1,Class 1,6,Class 6,0.6561763882637024,0,0.015414150431752205,0.117799773812294,0.0034050908870995045,0.036853134632110596,0.0350770577788353,0.010296144522726536,0.6561763882637024,0.12497830390930176
973.JPG,0,Class 0,0,Class 0,0.7596332430839539,1,0.7596332430839539,0.015559268184006214,0.006555523723363876,0.050179582089185715,0.04819159954786301,0.017578748986124992,0.031255319714546204,0.07104673981666565
452.JPG,6,Class 6,6,Class 6,0.3216420114040375,1,0.010809051804244518,0.27414417266845703,0.06587831676006317,0.10407690703868866,0.07340551912784576,0.017770128324627876,0.3216420114040375,0.13227394223213196
1366.JPG,0,Class 0,0,Class 0,0.7576467394828796,1,0.7576467394828796,0.014362888410687447,0.008925097994506359,0.04651091992855072,0.04978908970952034,0.015536244958639145,0.03595529496669769,0.07127376645803452
1085.JPG,5,Class 5,2,Class 2,0.6365032196044922,0,0.013204937800765038,0.0298604778945446,0.6365032196044922,0.058170534670352936,0.07183542102575302,0.07067539542913437,0.039850153028964996,0.079899862408638
896.JPG,6,Class 6,6,Class 6,0.909311830997467,1,0.003123381407931447,0.009401298128068447,0.0027865900192409754,0.019785098731517792,0.017418313771486282,0.006197095382958651,0.909311830997467,0.031976357102394104
472.JPG,1,Class 1,1,Class 1,0.5579426288604736,1,0.05107591301202774,0.5579426288604736,0.03535513952374458,0.0853271335363388,0.08708393573760986,0.020625369623303413,0.06420250982046127,0.09838742762804031
493.JPG,6,Class 6,6,Class 6,0.9032507538795471,1,0.0021852892823517323,0.026977654546499252,0.0033214669674634933,0.01432359591126442,0.016454510390758514,0.004099860787391663,0.9032507538795471,0.029386846348643303
234.JPG,2,Class 2,2,Class 2,0.7713819742202759,1,0.009753674268722534,0.016342423856258392,0.7713819742202759,0.042170293629169464,0.049455221742391586,0.014663334004580975,0.029860014095902443,0.06637294590473175
679.JPG,0,Class 0,5,Class 5,0.7911427021026611,0,0.009792366065084934,0.014089232310652733,0.008096994832158089,0.042048145085573196,0.04514367878437042,0.7911427021026611,0.03363560512661934,0.05605129897594452
699.JPG,6,Class 6,1,Class 1,0.845172643661499,0,0.012658693827688694,0.845172643661499,0.009474145248532295,0.036679238080978394,0.027351917698979378,0.00923616997897625,0.01633182168006897,0.043095313012599945
501.JPG,4,Class 4,4,Class 4,0.9684832692146301,1,0.0010751908412203193,0.002412999514490366,0.0014640160370618105,0.006281276699155569,0.9684832692146301,0.0022278663236647844,0.005354468710720539,0.012700834311544895
436.JPG,2,Class 2,2,Class 2,0.7450429201126099,1,0.012359973974525928,0.015220080502331257,0.7450429201126099,0.047234222292900085,0.053582269698381424,0.014455696567893028,0.035579510033130646,0.07652534544467926
249.JPG,1,Class 1,1,Class 1,0.8571515679359436,1,0.007261713035404682,0.8571515679359436,0.0069035012274980545,0.027280423790216446,0.0325486995279789,0.0075990562327206135,0.020519321784377098,0.04073571413755417
621.JPG,5,Class 5,2,Class 2,0.7690813541412354,0,0.00850836094468832,0.016332164406776428,0.7690813541412354,0.04040824621915817,0.050533317029476166,0.01421188935637474,0.030328979715704918,0.0705956444144249
322.JPG,1,Class 1,1,Class 1,0.8596762418746948,1,0.007960052229464054,0.8596762418746948,0.0058277989737689495,0.0264650397002697,0.03170294687151909,0.00777686620131135,0.019287804141640663,0.041303228586912155
186.JPG,5,Class 5,5,Class 5,0.8319455981254578,1,0.007775505073368549,0.010905370116233826,0.006238678470253944,0.033768702298402786,0.035802245140075684,0.8319455981254578,0.023503944277763367,0.050060003995895386
653.JPG,2,Class 2,2,Class 2,0.7684294581413269,1,0.010065581649541855,0.016951236873865128,0.7684294581413269,0.04028671607375145,0.05180305242538452,0.013123336248099804,0.03478800877928734,0.06455264985561371
129.JPG,5,Class 5,5,Class 5,0.7994653582572937,1,0.011196916922926903,0.01575814187526703,0.011387351900339127,0.037061478942632675,0.04622310772538185,0.7994653582572937,0.02524338848888874,0.053664177656173706
912.JPG,0,Class 0,0,Class 0,0.7521364688873291,1,0.7521364688873291,0.016719698905944824,0.009728478267788887,0.047427017241716385,0.057779449969530106,0.017629573121666908,0.03142186999320984,0.06715753674507141
1257.JPG,2,Class 2,6,Class 6,0.6411837339401245,0,0.016367407515645027,0.01918072998523712,0.08760157227516174,0.04957642778754234,0.11184341460466385,0.010600009001791477,0.6411837339401245,0.06364673376083374
39.JPG,0,Class 0,0,Class 0,0.7529928684234619,1,0.7529928684234619,0.01620389334857464,0.009783299639821053,0.043881408870220184,0.06091690808534622,0.01750164106488228,0.03180709481239319,0.06691282987594604
506.JPG,2,Class 2,2,Class 2,0.733451783657074,1,0.017162593081593513,0.017580334097146988,0.733451783657074,0.041038576513528824,0.065857894718647,0.014513432048261166,0.0352855883538723,0.07510985434055328
1464.JPG,7,Class 7,7,Class 7,0.9583743810653687,1,0.003716300707310438,0.0037791626527905464,0.001145266811363399,0.014704171568155289,0.008450432680547237,0.002267260802909732,0.0075629656203091145,0.9583743810653687
1038.JPG,0,Class 0,0,Class 0,0.7480785250663757,1,0.7480785250663757,0.017761824652552605,0.009382335469126701,0.04620419442653656,0.052616722881793976,0.017083529382944107,0.038275133818387985,0.07059768587350845
512.JPG,2,Class 2,2,Class 2,0.7633575201034546,1,0.006647637579590082,0.021115383133292198,0.7633575201034546,0.03219336271286011,0.04491528123617172,0.01783684268593788,0.02660263702273369,0.08733131736516953
1181.JPG,3,Class 3,3,Class 3,0.9031266570091248,1,0.002830000827088952,0.0055325087159872055,0.007822058163583279,0.9031266570091248,0.01695920154452324,0.004023151006549597,0.015050073154270649,0.04465636610984802
228.JPG,6,Class 6,6,Class 6,0.9422338604927063,1,0.0018618050962686539,0.004372077062726021,0.0018324415432289243,0.013347948901355267,0.013926899991929531,0.00429440476000309,0.9422338604927063,0.018130579963326454
170.JPG,2,Class 2,2,Class 2,0.7500039339065552,1,0.0138907041400671,0.018727215006947517,0.7500039339065552,0.047090884298086166,0.04990008473396301,0.014765801839530468,0.03570966422557831,0.0699116662144661
1033.JPG,5,Class 5,5,Class 5,0.8371348977088928,1,0.00809431355446577,0.010607236996293068,0.005553651135414839,0.029906276613473892,0.03804011642932892,0.8371348977088928,0.024644942954182625,0.04601861536502838
883.JPG,0,Class 0,0,Class 0,0.763120710849762,1,0.763120710849762,0.016266323626041412,0.010886547155678272,0.04543248191475868,0.05047078803181648,0.014829613268375397,0.033739760518074036,0.06525379419326782
1065.JPG,2,Class 2,2,Class 2,0.7670630216598511,1,0.010626058094203472,0.014854936860501766,0.7670630216598511,0.040825869888067245,0.051531482487916946,0.011974654160439968,0.033528536558151245,0.06959550082683563
639.JPG,0,Class 0,0,Class 0,0.7596455812454224,1,0.7596455812454224,0.019301092252135277,0.009040258824825287,0.03694527968764305,0.05056014284491539,0.014198284596204758,0.031748540699481964,0.07856084406375885
981.JPG,5,Class 5,5,Class 5,0.8318257927894592,1,0.007886402308940887,0.010947968810796738,0.0073112137615680695,0.033009517937898636,0.03766858950257301,0.8318257927894592,0.023379765450954437,0.047970715910196304
144.JPG,5,Class 5,5,Class 5,0.8109641075134277,1,0.007898102514445782,0.015242964029312134,0.0107656205072999,0.032981060445308685,0.04441959410905838,0.8109641075134277,0.026655923575162888,0.0510726198554039
98.JPG,1,Class 1,1,Class 1,0.8376500606536865,1,0.006991436704993248,0.8376500606536865,0.004470803774893284,0.03351873531937599,0.028531372547149658,0.007794249802827835,0.028676379472017288,0.052367065101861954
63.JPG,1,Class 1,1,Class 1,0.27291783690452576,1,0.09180984646081924,0.27291783690452576,0.1720484495162964,0.24294206500053406,0.07171399146318436,0.04321162775158882,0.03714026138186455,0.06821590662002563
382.JPG,2,Class 2,2,Class 2,0.7695387601852417,1,0.010102086700499058,0.01589890755712986,0.7695387601852417,0.041625287383794785,0.051222849637269974,0.013150712475180626,0.03260640427470207,0.06585491448640823
1092.JPG,0,Class 0,0,Class 0,0.763579785823822,1,0.763579785823822,0.01618768461048603,0.009116830304265022,0.0458952821791172,0.04890085384249687,0.013626107946038246,0.0345194935798645,0.06817398220300674
652.JPG,5,Class 5,2,Class 2,0.35367828607559204,0,0.015869060531258583,0.03103749454021454,0.35367828607559204,0.07336662709712982,0.09918410331010818,0.22315137088298798,0.05805689096450806,0.14565619826316833
1285.JPG,0,Class 0,0,Class 0,0.6870917081832886,1,0.6870917081832886,0.028818387538194656,0.025436170399188995,0.0583203099668026,0.06271384656429291,0.013938551768660545,0.04522568732500076,0.07845531404018402
689.JPG,5,Class 5,5,Class 5,0.8125904202461243,1,0.0065362718887627125,0.013121888041496277,0.014969454146921635,0.03220842033624649,0.03757249936461449,0.8125904202461243,0.029541557654738426,0.05345954746007919
998.JPG,2,Class 2,2,Class 2,0.7715201377868652,1,0.009391856379806995,0.015306584537029266,0.7715201377868652,0.04116932675242424,0.049436021596193314,0.012991223484277725,0.033513497561216354,0.06667128950357437
487.JPG,2,Class 2,2,Class 2,0.7711224555969238,1,0.009982188232243061,0.013565103523433208,0.7711224555969238,0.03981590270996094,0.04944731667637825,0.011797914281487465,0.033172208815813065,0.07109691202640533
515.JPG,5,Class 5,5,Class 5,0.8385700583457947,1,0.004879008512943983,0.008488700725138187,0.003846394130960107,0.02745666913688183,0.03129743039608002,0.8385700583457947,0.02151433192193508,0.06394738703966141
1095.JPG,2,Class 2,2,Class 2,0.7680999040603638,1,0.009151598438620567,0.016605885699391365,0.7680999040603638,0.04389800503849983,0.051684241741895676,0.014144198037683964,0.0291838888078928,0.06723235547542572
1200.JPG,0,Class 0,0,Class 0,0.7546003460884094,1,0.7546003460884094,0.015498070046305656,0.009107404388487339,0.048252999782562256,0.04919153079390526,0.015595889650285244,0.03793231025338173,0.06982149183750153
1444.JPG,7,Class 7,7,Class 7,0.9691342711448669,1,0.0014663238544017076,0.0038853383157402277,0.00046114454744383693,0.004624536726623774,0.011119903065264225,0.001900443690828979,0.0074080913327634335,0.9691342711448669
524.JPG,2,Class 2,2,Class 2,0.776604413986206,1,0.0103036193177104,0.01275683008134365,0.776604413986206,0.042287323623895645,0.045608434826135635,0.012023260816931725,0.0356329083442688,0.06478329002857208
1341.JPG,5,Class 5,5,Class 5,0.8295102119445801,1,0.007863586768507957,0.010946173220872879,0.007052393164485693,0.03204231709241867,0.038408856838941574,0.8295102119445801,0.02610694244503975,0.048069436103105545
904.JPG,2,Class 2,2,Class 2,0.752164363861084,1,0.015327690169215202,0.017935188487172127,0.752164363861084,0.042055800557136536,0.05005374923348427,0.0137891611084342,0.035174377262592316,0.07349962741136551
90.JPG,1,Class 1,1,Class 1,0.8443982005119324,1,0.009174342267215252,0.8443982005119324,0.008972329087555408,0.033110979944467545,0.030378568917512894,0.008623258210718632,0.020091908052563667,0.04525038227438927
762.JPG,1,Class 1,7,Class 7,0.5888589024543762,0,0.008894102647900581,0.14560364186763763,0.0031324608717113733,0.16122174263000488,0.05763177201151848,0.00643593305721879,0.028221495449543,0.5888589024543762
158.JPG,5,Class 5,5,Class 5,0.8116028904914856,1,0.0074353767558932304,0.012665776535868645,0.01388025376945734,0.038808636367321014,0.04059837758541107,0.8116028904914856,0.024129066616296768,0.0508795864880085
776.JPG,2,Class 2,2,Class 2,0.7593951225280762,1,0.010158922523260117,0.01613769866526127,0.7593951225280762,0.04311157390475273,0.05554470792412758,0.014281203970313072,0.03502259775996208,0.0663481056690216
1376.JPG,4,Class 4,1,Class 1,0.8413958549499512,0,0.006726423744112253,0.8413958549499512,0.006784752942621708,0.03032764047384262,0.035520508885383606,0.008529620245099068,0.022039547562599182,0.048675742000341415
145.JPG,5,Class 5,3,Class 3,0.5799744725227356,0,0.025041459128260612,0.019068721681833267,0.05112455040216446,0.5799744725227356,0.08542077243328094,0.028234533965587616,0.1464587301015854,0.06467670202255249
993.JPG,0,Class 0,0,Class 0,0.708879828453064,1,0.708879828453064,0.018207160755991936,0.02277938649058342,0.05283312872052193,0.057543277740478516,0.025060098618268967,0.04270890727639198,0.07198817282915115
802.JPG,0,Class 0,5,Class 5,0.4266599714756012,0,0.03439496085047722,0.19219864904880524,0.01170662697404623,0.10934742540121078,0.08364614099264145,0.4266599714756012,0.04213636368513107,0.09990988671779633
800.JPG,0,Class 0,3,Class 3,0.6387978792190552,0,0.007722337264567614,0.019650015980005264,0.006001351401209831,0.6387978792190552,0.1178562343120575,0.009370215237140656,0.14275117218494415,0.057850804179906845
520.JPG,5,Class 5,2,Class 2,0.6916739344596863,0,0.006024407222867012,0.024241656064987183,0.6916739344596863,0.08870277553796768,0.04810846596956253,0.024251066148281097,0.05399208515882492,0.06300561130046844
971.JPG,2,Class 2,2,Class 2,0.7563621997833252,1,0.010655760765075684,0.015894990414381027,0.7563621997833252,0.037809085100889206,0.05926639959216118,0.013702291995286942,0.03514537215232849,0.0711638480424881
